x,y,time
932.374,428.162,844739017414
932.569,429.302,844739047769
932.826,430.119,844739078009
932.893,430.596,844739108364
932.98,431.571,844739138420
933.209,432.387,844739168564
933.419,433.227,844739198910
933.795,433.815,844739229168
934.623,434.197,844739259215
935.132,434.208,844739289368
935.0,434.374,844739319618
934.717,434.801,844739349771
934.505,435.118,844739379826
934.735,435.503,844739410172
935.009,435.697,844739440472
935.15,435.872,844739470625
935.051,436.34,844739500875
934.604,436.889,844739531028
934.254,437.083,844739561277
933.755,437.18,844739591429
933.138,437.348,844739621679
932.731,437.264,844739651832
921.073,370.38,844739682073
906.913,223.933,844739712128
897.558,122.293,844739742281
893.133,71.2432,844739772337
891.409,49.6778,844739802674
892.834,37.8691,844739833020
893.699,31.7735,844739863173
893.71,26.8531,844739893229
883.965,27.673,844739923584
875.706,29.7745,844739953640
871.687,30.0233,844739983890
868.499,29.5427,844740014236
866.146,29.5277,844740044292
864.871,28.8571,844740074445
863.88,28.2205,844740104694
862.056,28.7663,844740134847
859.624,28.9344,844740165096
790.806,78.3939,844740195461
649.422,186.385,844740225595
554.446,264.123,844740255748
509.037,308.164,844740285813
485.066,327.018,844740316160
475.04,337.058,844740346409
470.026,342.321,844740376562
468.123,345.65,844740406908
466.805,348.574,844740436964
465.182,349.726,844740467310
447.681,419.727,844740497463
431.569,519.535,844740527712
421.736,578.465,844740558086
418.305,609.678,844740588248
